FIPS,State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Renter-Occupied Housing Units,Renter-Occupied Housing Units: More than 10.0 Percent,Renter-Occupied Housing Units: More than 20.0 Percent,Renter-Occupied Housing Units: More than 30.0 Percent,Renter-Occupied Housing Units: More than 40.0 Percent,Renter-Occupied Housing Units: More than 50.0 Percent,Renter-Occupied Housing Units: Not Computed,% Renter-Occupied Housing Units: More than 10.0 Percent,% Renter-Occupied Housing Units: More than 20.0 Percent,% Renter-Occupied Housing Units: More than 30.0 Percent,% Renter-Occupied Housing Units: More than 40.0 Percent,% Renter-Occupied Housing Units: More than 50.0 Percent,% Renter-Occupied Housing Units: Not Computed,Renter-Occupied Housing Units,Renter-Occupied Housing Units: 30 to 49 Percent,Renter-Occupied Housing Units: 50 percent or More,% Renter-Occupied Housing Units: 30 to 49 Percent,% Renter-Occupied Housing Units: 50 percent or More,Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under .50,Population for Whom Poverty Status Is Determined: .50 to .74,Population for Whom Poverty Status Is Determined: .75 to .99,Population for Whom Poverty Status Is Determined: 1.00 to 1.49,Population for Whom Poverty Status Is Determined: 1.50 to 1.99,Population for Whom Poverty Status Is Determined: 2.00 and Over,% Population for Whom Poverty Status Is Determined: Under .50,% Population for Whom Poverty Status Is Determined: .50 to .74,% Population for Whom Poverty Status Is Determined: .75 to .99,% Population for Whom Poverty Status Is Determined: 1.00 to 1.49,% Population for Whom Poverty Status Is Determined: 1.50 to 1.99,% Population for Whom Poverty Status Is Determined: 2.00 and Over,White Alone Population for Whom Poverty Status Is  Determined:,White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% White Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined:,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income Below Poverty Level,% Black or African American Alone Population for  Whom Poverty Status Is Determined: Income At or Above Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined:,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% American Indian and Alaska Native Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined:,Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income Below Poverty Level,% Asian Alone Population for Whom Poverty Status Is  Determined: Income At or Above Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined:,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income Below Poverty Level,% Native Hawaiian and Other Pacific Islander Alone  Population for Whom Poverty Status Is Determined: Income At or Above Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined:,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Some Other Race Alone Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined:,Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Two or More Races Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined:,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income Below Poverty Level,% Hispanic or Latino Population for Whom Poverty  Status Is Determined: Income At or Above Poverty Level
06037222100,06,037,222100,1400000US06037222100,Census Tract 2221,,807,672,632,496,261,207,99,83.27,78.31,61.46,32.34,25.65,12.27,807,289,207,35.81,25.65,4086,332,60,200,909,233,2352,8.13,1.47,4.89,22.25,5.7,57.56,1349,158,1191,11.71,88.29,745,117,628,15.7,84.3,0,0,0,,,267,120,147,44.94,55.06,0,0,0,,,1106,147,959,13.29,86.71,619,50,569,8.08,91.92,2562,332,2230,12.96,87.04
06037222200,06,037,222200,1400000US06037222200,Census Tract 2222,,1018,891,688,573,456,385,74,87.52,67.58,56.29,44.79,37.82,7.27,1018,188,385,18.47,37.82,3642,273,215,95,371,350,2338,7.5,5.9,2.61,10.19,9.61,64.2,742,201,541,27.09,72.91,649,109,540,16.8,83.2,32,0,32,0,100,89,63,26,70.79,29.21,0,0,0,,,1408,155,1253,11.01,88.99,722,55,667,7.62,92.38,2454,358,2096,14.59,85.41
06037222500,06,037,222500,1400000US06037222500,Census Tract 2225,,917,867,801,415,300,203,43,94.55,87.35,45.26,32.72,22.14,4.69,917,212,203,23.12,22.14,4189,274,107,157,583,374,2694,6.54,2.55,3.75,13.92,8.93,64.31,892,7,885,0.78,99.22,950,135,815,14.21,85.79,78,0,78,0,100,120,15,105,12.5,87.5,0,0,0,,,1733,283,1450,16.33,83.67,416,98,318,23.56,76.44,2941,369,2572,12.55,87.45
06037222600,06,037,222600,1400000US06037222600,Census Tract 2226,,1363,1072,938,686,580,498,190,78.65,68.82,50.33,42.55,36.54,13.94,1363,188,498,13.79,36.54,5185,1485,306,239,221,629,2305,28.64,5.9,4.61,4.26,12.13,44.46,1044,487,557,46.65,53.35,673,331,342,49.18,50.82,9,9,0,100,0,1173,754,419,64.28,35.72,0,0,0,,,1841,278,1563,15.1,84.9,445,171,274,38.43,61.57,2681,503,2178,18.76,81.24
06037222700,06,037,222700,1400000US06037222700,Census Tract 2227,,177,164,143,118,82,82,13,92.66,80.79,66.67,46.33,46.33,7.34,177,36,82,20.34,46.33,517,198,80,42,27,34,136,38.3,15.47,8.12,5.22,6.58,26.31,121,90,31,74.38,25.62,22,22,0,100,0,0,0,0,,,259,133,126,51.35,48.65,0,0,0,,,109,69,40,63.3,36.7,6,6,0,100,0,90,71,19,78.89,21.11
06037224010,06,037,224010,1400000US06037224010,Census Tract 2240.10,,1706,1427,1155,945,646,575,164,83.65,67.7,55.39,37.87,33.7,9.61,1706,370,575,21.69,33.7,2955,324,131,458,439,225,1378,10.96,4.43,15.5,14.86,7.61,46.63,486,43,443,8.85,91.15,656,65,591,9.91,90.09,192,102,90,53.12,46.88,422,183,239,43.36,56.64,0,0,0,,,780,401,379,51.41,48.59,419,119,300,28.4,71.6,1459,608,851,41.67,58.33
06037224020,06,037,224020,1400000US06037224020,Census Tract 2240.20,,915,815,784,627,399,320,76,89.07,85.68,68.52,43.61,34.97,8.31,915,307,320,33.55,34.97,2807,565,151,340,741,255,755,20.13,5.38,12.11,26.4,9.08,26.9,591,211,380,35.7,64.3,219,123,96,56.16,43.84,65,33,32,50.77,49.23,68,57,11,83.82,16.18,0,0,0,,,1187,504,683,42.46,57.54,677,128,549,18.91,81.09,2131,705,1426,33.08,66.92
06037224200,06,037,224200,1400000US06037224200,Census Tract 2242,,677,636,522,382,206,197,15,93.94,77.1,56.43,30.43,29.1,2.22,677,185,197,27.33,29.1,2167,160,29,263,252,398,1065,7.38,1.34,12.14,11.63,18.37,49.15,480,31,449,6.46,93.54,84,0,84,0,100,226,46,180,20.35,79.65,65,7,58,10.77,89.23,0,0,0,,,1115,244,871,21.88,78.12,197,124,73,62.94,37.06,1887,443,1444,23.48,76.52
06037224310,06,037,224310,1400000US06037224310,Census Tract 2243.10,,512,450,364,202,123,104,30,87.89,71.09,39.45,24.02,20.31,5.86,512,98,104,19.14,20.31,1681,150,24,199,177,124,1007,8.92,1.43,11.84,10.53,7.38,59.9,655,180,475,27.48,72.52,51,2,49,3.92,96.08,0,0,0,,,182,92,90,50.55,49.45,0,0,0,,,680,75,605,11.03,88.97,113,24,89,21.24,78.76,1208,199,1009,16.47,83.53
06037224320,06,037,224320,1400000US06037224320,Census Tract 2243.20,,1095,966,857,644,493,393,81,88.22,78.26,58.81,45.02,35.89,7.4,1095,251,393,22.92,35.89,3585,571,51,728,528,263,1444,15.93,1.42,20.31,14.73,7.34,40.28,765,378,387,49.41,50.59,81,59,22,72.84,27.16,49,14,35,28.57,71.43,176,54,122,30.68,69.32,0,0,0,,,2284,701,1583,30.69,69.31,230,144,86,62.61,37.39,3311,1223,2088,36.94,63.06
06037224410,06,037,224410,1400000US06037224410,Census Tract 2244.10,,858,755,672,608,378,308,69,88,78.32,70.86,44.06,35.9,8.04,858,300,308,34.97,35.9,2662,767,203,173,227,265,1027,28.81,7.63,6.5,8.53,9.95,38.58,848,448,400,52.83,47.17,194,107,87,55.15,44.85,0,0,0,,,327,207,120,63.3,36.7,0,0,0,,,1023,279,744,27.27,72.73,270,102,168,37.78,62.22,1428,480,948,33.61,66.39
06037224420,06,037,224420,1400000US06037224420,Census Tract 2244.20,,849,782,673,550,324,215,61,92.11,79.27,64.78,38.16,25.32,7.18,849,335,215,39.46,25.32,1931,270,78,345,443,190,605,13.98,4.04,17.87,22.94,9.84,31.33,507,260,247,51.28,48.72,103,39,64,37.86,62.14,48,4,44,8.33,91.67,66,42,24,63.64,36.36,0,0,0,,,575,137,438,23.83,76.17,632,211,421,33.39,66.61,1671,560,1111,33.51,66.49
06037224600,06,037,224600,1400000US06037224600,Census Tract 2246,,664,621,522,410,256,184,15,93.52,78.61,61.75,38.55,27.71,2.26,664,226,184,34.04,27.71,2939,271,89,369,595,325,1290,9.22,3.03,12.56,20.24,11.06,43.89,245,101,144,41.22,58.78,215,103,112,47.91,52.09,102,0,102,0,100,88,0,88,0,100,14,0,14,0,100,1334,415,919,31.11,68.89,941,110,831,11.69,88.31,2635,568,2067,21.56,78.44
06037224701,06,037,224701,1400000US06037224701,Census Tract 2247.01,,398,332,287,228,205,186,59,83.42,72.11,57.29,51.51,46.73,14.82,398,42,186,10.55,46.73,794,242,22,77,90,11,352,30.48,2.77,9.7,11.34,1.39,44.33,222,94,128,42.34,57.66,55,34,21,61.82,38.18,0,0,0,,,373,150,223,40.21,59.79,0,0,0,,,54,0,54,0,100,90,63,27,70,30,89,31,58,34.83,65.17
06037224702,06,037,224702,1400000US06037224702,Census Tract 2247.02,,718,536,503,455,402,360,161,74.65,70.06,63.37,55.99,50.14,22.42,718,95,360,13.23,50.14,1622,1108,74,80,117,71,172,68.31,4.56,4.93,7.21,4.38,10.6,739,640,99,86.6,13.4,46,8,38,17.39,82.61,20,20,0,100,0,595,435,160,73.11,26.89,0,0,0,,,92,92,0,100,0,130,67,63,51.54,48.46,260,223,37,85.77,14.23
06037226001,06,037,226001,1400000US06037226001,Census Tract 2260.01,,517,498,448,412,266,239,19,96.32,86.65,79.69,51.45,46.23,3.68,517,173,239,33.46,46.23,1990,199,94,391,346,431,529,10,4.72,19.65,17.39,21.66,26.58,240,13,227,5.42,94.58,285,103,182,36.14,63.86,25,0,25,0,100,54,19,35,35.19,64.81,0,0,0,,,662,290,372,43.81,56.19,724,259,465,35.77,64.23,1604,562,1042,35.04,64.96
06037226002,06,037,226002,1400000US06037226002,Census Tract 2260.02,,1042,993,808,545,444,291,17,95.3,77.54,52.3,42.61,27.93,1.63,1042,254,291,24.38,27.93,1821,459,9,70,25,109,1149,25.21,0.49,3.84,1.37,5.99,63.1,450,53,397,11.78,88.22,370,75,295,20.27,79.73,0,0,0,,,201,38,163,18.91,81.09,0,0,0,,,595,270,325,45.38,54.62,205,102,103,49.76,50.24,702,322,380,45.87,54.13
06037226410,06,037,226410,1400000US06037226410,Census Tract 2264.10,,734,682,595,418,358,244,24,92.92,81.06,56.95,48.77,33.24,3.27,734,174,244,23.71,33.24,3561,474,329,372,429,901,1056,13.31,9.24,10.45,12.05,25.3,29.65,468,196,272,41.88,58.12,39,7,32,17.95,82.05,196,15,181,7.65,92.35,0,0,0,,,9,9,0,100,0,1848,557,1291,30.14,69.86,1001,391,610,39.06,60.94,3497,1143,2354,32.69,67.31
06037226420,06,037,226420,1400000US06037226420,Census Tract 2264.20,,1048,1020,882,761,511,340,10,97.33,84.16,72.61,48.76,32.44,0.95,1048,421,340,40.17,32.44,5133,572,370,390,1033,718,2050,11.14,7.21,7.6,20.12,13.99,39.94,564,115,449,20.39,79.61,194,98,96,50.52,49.48,217,0,217,0,100,223,0,223,0,100,18,0,18,0,100,2812,791,2021,28.13,71.87,1105,328,777,29.68,70.32,4676,1234,3442,26.39,73.61
06037226701,06,037,226701,1400000US06037226701,Census Tract 2267.01,,420,393,359,242,177,130,27,93.57,85.48,57.62,42.14,30.95,6.43,420,112,130,26.67,30.95,2518,232,206,363,357,407,953,9.21,8.18,14.42,14.18,16.16,37.85,242,48,194,19.83,80.17,82,35,47,42.68,57.32,95,0,95,0,100,14,0,14,0,100,0,0,0,,,1365,505,860,37,63,720,213,507,29.58,70.42,2437,766,1671,31.43,68.57
06037226702,06,037,226702,1400000US06037226702,Census Tract 2267.02,,577,520,369,207,141,90,44,90.12,63.95,35.88,24.44,15.6,7.63,577,117,90,20.28,15.6,3911,774,105,221,465,339,2007,19.79,2.68,5.65,11.89,8.67,51.32,282,176,106,62.41,37.59,135,91,44,67.41,32.59,8,8,0,100,0,0,0,0,,,0,0,0,,,2030,348,1682,17.14,82.86,1456,477,979,32.76,67.24,3750,983,2767,26.21,73.79
06037227010,06,037,227010,1400000US06037227010,Census Tract 2270.10,,884,884,742,492,368,253,0,100,83.94,55.66,41.63,28.62,0,884,239,253,27.04,28.62,4250,566,242,604,357,843,1638,13.32,5.69,14.21,8.4,19.84,38.54,528,218,310,41.29,58.71,326,133,193,40.8,59.2,0,0,0,,,0,0,0,,,0,0,0,,,2640,843,1797,31.93,68.07,756,218,538,28.84,71.16,3939,1213,2726,30.79,69.21
06037227020,06,037,227020,1400000US06037227020,Census Tract 2270.20,,499,465,349,321,242,155,0,93.19,69.94,64.33,48.5,31.06,0,499,166,155,33.27,31.06,3490,151,112,325,916,406,1580,4.33,3.21,9.31,26.25,11.63,45.27,289,98,191,33.91,66.09,0,0,0,,,180,0,180,0,100,1,1,0,100,0,0,0,0,,,2221,302,1919,13.6,86.4,799,187,612,23.4,76.6,3477,575,2902,16.54,83.46
06037228100,06,037,228100,1400000US06037228100,Census Tract 2281,,652,648,551,434,293,219,0,99.39,84.51,66.56,44.94,33.59,0,652,215,219,32.98,33.59,4278,717,446,276,783,59,1997,16.76,10.43,6.45,18.3,1.38,46.68,1273,366,907,28.75,71.25,62,43,19,69.35,30.65,0,0,0,,,22,0,22,0,100,0,0,0,,,2140,853,1287,39.86,60.14,781,177,604,22.66,77.34,3830,1333,2497,34.8,65.2
06037228210,06,037,228210,1400000US06037228210,Census Tract 2282.10,,695,674,607,552,320,288,9,96.98,87.34,79.42,46.04,41.44,1.29,695,264,288,37.99,41.44,3801,431,205,163,664,650,1688,11.34,5.39,4.29,17.47,17.1,44.41,327,5,322,1.53,98.47,267,88,179,32.96,67.04,124,0,124,0,100,54,15,39,27.78,72.22,0,0,0,,,2160,565,1595,26.16,73.84,869,126,743,14.5,85.5,3372,673,2699,19.96,80.04
06037228220,06,037,228220,1400000US06037228220,Census Tract 2282.20,,746,665,601,496,344,292,19,89.14,80.56,66.49,46.11,39.14,2.55,746,204,292,27.35,39.14,4470,467,393,399,761,698,1752,10.45,8.79,8.93,17.02,15.62,39.19,671,143,528,21.31,78.69,308,137,171,44.48,55.52,47,44,3,93.62,6.38,13,13,0,100,0,0,0,0,,,2022,448,1574,22.16,77.84,1409,474,935,33.64,66.36,4043,1076,2967,26.61,73.39
06037228310,06,037,228310,1400000US06037228310,Census Tract 2283.10,,828,762,622,529,404,274,42,92.03,75.12,63.89,48.79,33.09,5.07,828,255,274,30.8,33.09,4493,650,275,465,543,617,1943,14.47,6.12,10.35,12.09,13.73,43.25,1015,335,680,33,67,170,35,135,20.59,79.41,92,0,92,0,100,1,1,0,100,0,0,0,0,,,2287,959,1328,41.93,58.07,928,60,868,6.47,93.53,4303,1349,2954,31.35,68.65
06037228320,06,037,228320,1400000US06037228320,Census Tract 2283.20,,616,608,548,363,256,212,8,98.7,88.96,58.93,41.56,34.42,1.3,616,151,212,24.51,34.42,3420,276,26,749,514,861,994,8.07,0.76,21.9,15.03,25.18,29.06,524,113,411,21.56,78.44,101,65,36,64.36,35.64,0,0,0,,,0,0,0,,,0,0,0,,,2104,790,1314,37.55,62.45,691,83,608,12.01,87.99,3303,986,2317,29.85,70.15
06037228410,06,037,228410,1400000US06037228410,Census Tract 2284.10,,573,545,467,350,303,239,16,95.11,81.5,61.08,52.88,41.71,2.79,573,111,239,19.37,41.71,3083,302,288,52,568,469,1404,9.8,9.34,1.69,18.42,15.21,45.54,281,60,221,21.35,78.65,55,16,39,29.09,70.91,33,18,15,54.55,45.45,52,14,38,26.92,73.08,0,0,0,,,1987,284,1703,14.29,85.71,675,250,425,37.04,62.96,2882,612,2270,21.24,78.76
06037228420,06,037,228420,1400000US06037228420,Census Tract 2284.20,,524,508,395,291,193,147,8,96.95,75.38,55.53,36.83,28.05,1.53,524,144,147,27.48,28.05,2871,286,261,100,437,281,1506,9.96,9.09,3.48,15.22,9.79,52.46,417,284,133,68.11,31.89,99,0,99,0,100,177,0,177,0,100,0,0,0,,,0,0,0,,,1650,288,1362,17.45,82.55,528,75,453,14.2,85.8,2768,643,2125,23.23,76.77
06037228500,06,037,228500,1400000US06037228500,Census Tract 2285,,943,843,753,643,552,409,33,89.4,79.85,68.19,58.54,43.37,3.5,943,234,409,24.81,43.37,4654,916,567,558,958,211,1444,19.68,12.18,11.99,20.58,4.53,31.03,901,320,581,35.52,64.48,983,843,140,85.76,14.24,125,67,58,53.6,46.4,0,0,0,,,113,16,97,14.16,85.84,1507,326,1181,21.63,78.37,1025,469,556,45.76,54.24,3633,1160,2473,31.93,68.07
06037228600,06,037,228600,1400000US06037228600,Census Tract 2286,,725,721,672,494,437,338,0,99.45,92.69,68.14,60.28,46.62,0,725,156,338,21.52,46.62,4705,653,212,307,887,749,1897,13.88,4.51,6.52,18.85,15.92,40.32,443,77,366,17.38,82.62,208,0,208,0,100,0,0,0,,,0,0,0,,,0,0,0,,,2953,521,2432,17.64,82.36,1101,574,527,52.13,47.87,4428,1172,3256,26.47,73.53
06037228710,06,037,228710,1400000US06037228710,Census Tract 2287.10,,659,625,575,420,309,190,18,94.84,87.25,63.73,46.89,28.83,2.73,659,230,190,34.9,28.83,4062,329,33,475,724,424,2077,8.1,0.81,11.69,17.82,10.44,51.13,552,90,462,16.3,83.7,257,64,193,24.9,75.1,55,35,20,63.64,36.36,8,8,0,100,0,0,0,0,,,2025,286,1739,14.12,85.88,1165,354,811,30.39,69.61,3707,719,2988,19.4,80.6
06037228720,06,037,228720,1400000US06037228720,Census Tract 2287.20,,788,758,545,462,386,349,12,96.19,69.16,58.63,48.98,44.29,1.52,788,113,349,14.34,44.29,4909,486,359,479,795,880,1910,9.9,7.31,9.76,16.19,17.93,38.91,629,63,566,10.02,89.98,599,347,252,57.93,42.07,34,34,0,100,0,0,0,0,,,19,0,19,0,100,2145,474,1671,22.1,77.9,1483,406,1077,27.38,72.62,4290,975,3315,22.73,77.27
06037228800,06,037,228800,1400000US06037228800,Census Tract 2288,,779,741,652,597,328,232,0,95.12,83.7,76.64,42.11,29.78,0,779,365,232,46.85,29.78,5375,377,221,728,1221,698,2130,7.01,4.11,13.54,22.72,12.99,39.63,969,213,756,21.98,78.02,355,58,297,16.34,83.66,173,0,173,0,100,110,0,110,0,100,0,0,0,,,2322,478,1844,20.59,79.41,1446,577,869,39.9,60.1,4899,1268,3631,25.88,74.12
06037228900,06,037,228900,1400000US06037228900,Census Tract 2289,,790,710,588,430,288,263,65,89.87,74.43,54.43,36.46,33.29,8.23,790,167,263,21.14,33.29,3187,321,549,110,640,370,1197,10.07,17.23,3.45,20.08,11.61,37.56,448,213,235,47.54,52.46,131,28,103,21.37,78.63,171,0,171,0,100,0,0,0,,,0,0,0,,,1690,533,1157,31.54,68.46,747,206,541,27.58,72.42,2984,880,2104,29.49,70.51
06037229100,06,037,229100,1400000US06037229100,Census Tract 2291,,674,661,554,462,316,238,13,98.07,82.2,68.55,46.88,35.31,1.93,674,224,238,33.23,35.31,4549,362,146,659,799,599,1984,7.96,3.21,14.49,17.56,13.17,43.61,654,73,581,11.16,88.84,494,171,323,34.62,65.38,31,24,7,77.42,22.58,0,0,0,,,0,0,0,,,2203,639,1564,29.01,70.99,1167,260,907,22.28,77.72,3919,978,2941,24.96,75.04
06037229200,06,037,229200,1400000US06037229200,Census Tract 2292,,957,957,893,703,480,350,0,100,93.31,73.46,50.16,36.57,0,957,353,350,36.89,36.57,4548,331,413,259,1215,923,1407,7.28,9.08,5.69,26.72,20.29,30.94,409,80,329,19.56,80.44,287,126,161,43.9,56.1,0,0,0,,,53,38,15,71.7,28.3,0,0,0,,,2099,256,1843,12.2,87.8,1700,503,1197,29.59,70.41,4128,839,3289,20.32,79.68
06037229300,06,037,229300,1400000US06037229300,Census Tract 2293,,1013,972,816,599,402,302,21,95.95,80.55,59.13,39.68,29.81,2.07,1013,297,302,29.32,29.81,5707,936,407,89,1141,1057,2077,16.4,7.13,1.56,19.99,18.52,36.39,1399,258,1141,18.44,81.56,450,92,358,20.44,79.56,38,9,29,23.68,76.32,31,0,31,0,100,16,0,16,0,100,2679,532,2147,19.86,80.14,1094,541,553,49.45,50.55,4933,1246,3687,25.26,74.74
06037229410,06,037,229410,1400000US06037229410,Census Tract 2294.10,,663,620,555,499,339,312,6,93.51,83.71,75.26,51.13,47.06,0.9,663,187,312,28.21,47.06,3881,288,276,315,1038,339,1625,7.42,7.11,8.12,26.75,8.73,41.87,567,112,455,19.75,80.25,286,206,80,72.03,27.97,0,0,0,,,0,0,0,,,0,0,0,,,1833,314,1519,17.13,82.87,1195,247,948,20.67,79.33,3539,641,2898,18.11,81.89
06037229420,06,037,229420,1400000US06037229420,Census Tract 2294.20,,765,765,646,463,333,304,0,100,84.44,60.52,43.53,39.74,0,765,159,304,20.78,39.74,4611,396,472,360,961,597,1825,8.59,10.24,7.81,20.84,12.95,39.58,407,138,269,33.91,66.09,319,150,169,47.02,52.98,0,0,0,,,9,9,0,100,0,0,0,0,,,2774,669,2105,24.12,75.88,1102,262,840,23.77,76.23,4263,1049,3214,24.61,75.39
06037231100,06,037,231100,1400000US06037231100,Census Tract 2311,,583,554,452,331,258,179,15,95.03,77.53,56.78,44.25,30.7,2.57,583,152,179,26.07,30.7,3348,931,114,247,728,346,982,27.81,3.41,7.38,21.74,10.33,29.33,840,427,413,50.83,49.17,602,333,269,55.32,44.68,38,21,17,55.26,44.74,46,39,7,84.78,15.22,7,7,0,100,0,1326,325,1001,24.51,75.49,489,140,349,28.63,71.37,2436,744,1692,30.54,69.46
06037231210,06,037,231210,1400000US06037231210,Census Tract 2312.10,,1158,1101,953,660,540,352,37,95.08,82.3,56.99,46.63,30.4,3.2,1158,308,352,26.6,30.4,4254,568,503,296,535,396,1956,13.35,11.82,6.96,12.58,9.31,45.98,594,209,385,35.19,64.81,1101,335,766,30.43,69.57,274,45,229,16.42,83.58,137,115,22,83.94,16.06,95,0,95,0,100,1582,613,969,38.75,61.25,471,50,421,10.62,89.38,2545,808,1737,31.75,68.25
06037231220,06,037,231220,1400000US06037231220,Census Tract 2312.20,,1268,1174,1097,795,504,301,28,92.59,86.51,62.7,39.75,23.74,2.21,1268,494,301,38.96,23.74,4143,621,113,341,557,481,2030,14.99,2.73,8.23,13.44,11.61,49,423,84,339,19.86,80.14,681,226,455,33.19,66.81,24,0,24,0,100,414,180,234,43.48,56.52,0,0,0,,,1699,324,1375,19.07,80.93,902,261,641,28.94,71.06,2854,604,2250,21.16,78.84
06037231301,06,037,231301,1400000US06037231301,Census Tract 2313.01,,565,565,518,401,374,244,0,100,91.68,70.97,66.19,43.19,0,565,157,244,27.79,43.19,2565,291,119,164,355,309,1327,11.35,4.64,6.39,13.84,12.05,51.73,398,52,346,13.07,86.93,221,58,163,26.24,73.76,69,16,53,23.19,76.81,0,0,0,,,0,0,0,,,1036,99,937,9.56,90.44,841,349,492,41.5,58.5,1932,340,1592,17.6,82.4
06037231302,06,037,231302,1400000US06037231302,Census Tract 2313.02,,460,460,415,294,167,134,0,100,90.22,63.91,36.3,29.13,0,460,160,134,34.78,29.13,2890,148,50,154,538,524,1476,5.12,1.73,5.33,18.62,18.13,51.07,534,20,514,3.75,96.25,688,117,571,17.01,82.99,129,0,129,0,100,51,16,35,31.37,68.63,0,0,0,,,860,185,675,21.51,78.49,628,14,614,2.23,97.77,1922,199,1723,10.35,89.65
06037231400,06,037,231400,1400000US06037231400,Census Tract 2314,,960,934,786,593,419,294,20,97.29,81.88,61.77,43.65,30.63,2.08,960,299,294,31.15,30.63,4480,536,98,513,671,448,2214,11.96,2.19,11.45,14.98,10,49.42,716,85,631,11.87,88.13,770,244,526,31.69,68.31,28,1,27,3.57,96.43,198,22,176,11.11,88.89,8,0,8,0,100,2067,538,1529,26.03,73.97,693,257,436,37.09,62.91,3190,796,2394,24.95,75.05
06037231500,06,037,231500,1400000US06037231500,Census Tract 2315,,566,516,444,293,202,197,20,91.17,78.45,51.77,35.69,34.81,3.53,566,96,197,16.96,34.81,5003,377,126,377,264,289,3570,7.54,2.52,7.54,5.28,5.78,71.36,537,3,534,0.56,99.44,1606,310,1296,19.3,80.7,86,0,86,0,100,303,128,175,42.24,57.76,0,0,0,,,1852,402,1450,21.71,78.29,619,37,582,5.98,94.02,2781,427,2354,15.35,84.65
06037231601,06,037,231601,1400000US06037231601,Census Tract 2316.01,,495,473,345,253,161,112,18,95.56,69.7,51.11,32.53,22.63,3.64,495,141,112,28.48,22.63,2230,164,86,132,69,438,1341,7.35,3.86,5.92,3.09,19.64,60.13,385,149,236,38.7,61.3,632,181,451,28.64,71.36,54,0,54,0,100,0,0,0,,,0,0,0,,,915,42,873,4.59,95.41,244,10,234,4.1,95.9,1476,194,1282,13.14,86.86
06037231602,06,037,231602,1400000US06037231602,Census Tract 2316.02,,356,326,284,181,84,70,19,91.57,79.78,50.84,23.6,19.66,5.34,356,111,70,31.18,19.66,1870,197,42,45,84,239,1263,10.53,2.25,2.41,4.49,12.78,67.54,379,27,352,7.12,92.88,400,67,333,16.75,83.25,59,5,54,8.47,91.53,19,19,0,100,0,0,0,0,,,728,166,562,22.8,77.2,285,0,285,0,100,1213,190,1023,15.66,84.34
06037231603,06,037,231603,1400000US06037231603,Census Tract 2316.03,,647,565,386,309,251,209,82,87.33,59.66,47.76,38.79,32.3,12.67,647,100,209,15.46,32.3,2850,340,231,366,345,96,1472,11.93,8.11,12.84,12.11,3.37,51.65,314,10,304,3.18,96.82,529,288,241,54.44,45.56,285,139,146,48.77,51.23,0,0,0,,,0,0,0,,,1636,495,1141,30.26,69.74,86,5,81,5.81,94.19,2255,646,1609,28.65,71.35
